backend,mode,rps_per_traefik,component,metric,value
loki,cluster,500,traefik,rps_achieved,1000.001282051282
loki,cluster,500,fluent-bit,records_in,780159
loki,cluster,500,fluent-bit,records_out,780160
loki,cluster,500,fluent-bit,retries,1
loki,cluster,500,fluent-bit,errors,0
loki,cluster,500,192.168.1.63:9100,disk_delta_bytes,-774320128
loki,cluster,500,192.168.1.64:9100,disk_delta_bytes,-251981824
loki,cluster,500,192.168.1.65:9100,disk_delta_bytes,-252260352
loki,cluster,1000,loki,cpu_cores_avg,0.36017878205128195
loki,cluster,1000,loki-grafana,cpu_cores_avg,0.010376433333333332
loki,cluster,1000,minio,cpu_cores_avg,0.009195093589743589
loki,cluster,1000,loki,mem_ws_max_bytes,920858624
loki,cluster,1000,loki-grafana,mem_ws_max_bytes,216842240
loki,cluster,1000,minio,mem_ws_max_bytes,262356992
loki,cluster,1000,loki,mem_ws_max_bytes,898695168
loki,cluster,1000,loki,mem_ws_max_bytes,995385344
loki,cluster,1000,loki,mem_rss_max_bytes,897966080
loki,cluster,1000,loki-grafana,mem_rss_max_bytes,191500288
loki,cluster,1000,minio,mem_rss_max_bytes,247001088
loki,cluster,1000,loki,mem_rss_max_bytes,870318080
loki,cluster,1000,loki,mem_rss_max_bytes,953901056
loki,cluster,1000,backend,cpu_cores_avg,0.37975030897435896
loki,cluster,1000,backend,mem_ws_max_bytes,3126345728
loki,cluster,1000,traefik,rps_achieved,2000
loki,cluster,1000,fluent-bit,records_in,1560154
loki,cluster,1000,fluent-bit,records_out,1560160
loki,cluster,1000,fluent-bit,retries,0
loki,cluster,1000,fluent-bit,errors,0
loki,cluster,1000,192.168.1.63:9100,disk_delta_bytes,-532066304
loki,cluster,1000,192.168.1.64:9100,disk_delta_bytes,-193208320
loki,cluster,1000,192.168.1.65:9100,disk_delta_bytes,-195739648
loki,cluster,2000,loki,cpu_cores_avg,0.384556395238095
loki,cluster,2000,loki-grafana,cpu_cores_avg,0.01759869285714283
loki,cluster,2000,minio,cpu_cores_avg,0.009562880952380944
loki,cluster,2000,loki,mem_ws_max_bytes,769761280
loki,cluster,2000,loki-grafana,mem_ws_max_bytes,216887296
loki,cluster,2000,minio,mem_ws_max_bytes,183476224
loki,cluster,2000,loki,mem_ws_max_bytes,708411392
loki,cluster,2000,loki,mem_ws_max_bytes,634359808
loki,cluster,2000,loki,mem_rss_max_bytes,744415232
loki,cluster,2000,loki-grafana,mem_rss_max_bytes,191500288
loki,cluster,2000,minio,mem_rss_max_bytes,156983296
loki,cluster,2000,loki,mem_rss_max_bytes,675536896
loki,cluster,2000,loki,mem_rss_max_bytes,583262208
loki,cluster,2000,backend,cpu_cores_avg,0.41171796904761865
loki,cluster,2000,backend,mem_ws_max_bytes,2496733184
loki,cluster,2000,traefik,rps_achieved,4006.093741496599
loki,cluster,2000,fluent-bit,records_in,527732
loki,cluster,2000,fluent-bit,records_out,512076
loki,cluster,2000,fluent-bit,retries,0
loki,cluster,2000,fluent-bit,errors,0
loki,cluster,2000,192.168.1.63:9100,disk_delta_bytes,-877920256
loki,cluster,2000,192.168.1.64:9100,disk_delta_bytes,145821696
loki,cluster,2000,192.168.1.65:9100,disk_delta_bytes,104935424
loki,cluster,0,loki,cpu_cores_avg,0.0515972238888889
loki,cluster,0,loki-grafana,cpu_cores_avg,0.02117932777777777
loki,cluster,0,minio,cpu_cores_avg,0.016272031481481472
loki,cluster,0,loki,mem_ws_max_bytes,458260480
loki,cluster,0,loki-grafana,mem_ws_max_bytes,214953984
loki,cluster,0,minio,mem_ws_max_bytes,217755648
loki,cluster,0,loki,mem_ws_max_bytes,474660864
loki,cluster,0,loki,mem_ws_max_bytes,446795776
loki,cluster,0,loki,mem_rss_max_bytes,433459200
loki,cluster,0,loki-grafana,mem_rss_max_bytes,189579264
loki,cluster,0,minio,mem_rss_max_bytes,189603840
loki,cluster,0,loki,mem_rss_max_bytes,468901888
loki,cluster,0,loki,mem_rss_max_bytes,437944320
loki,cluster,0,backend,cpu_cores_avg,0.08904858314814813
loki,cluster,0,backend,mem_ws_max_bytes,1764700160
loki,cluster,0,traefik,rps_achieved,0
loki,cluster,0,fluent-bit,records_in,12613
loki,cluster,0,fluent-bit,records_out,32266
loki,cluster,0,fluent-bit,retries,0
loki,cluster,0,fluent-bit,errors,0
loki,cluster,0,192.168.1.63:9100,disk_delta_bytes,2021199872
loki,cluster,0,192.168.1.64:9100,disk_delta_bytes,1500434432
loki,cluster,0,192.168.1.65:9100,disk_delta_bytes,1492357120
loki,cluster,100,loki,disk_write_bytes_ps,980146.5435897436
loki,cluster,100,loki-grafana,disk_write_bytes_ps,976.7384615384617
loki,cluster,100,minio,disk_write_bytes_ps,38444.6358974359
loki,cluster,100,loki,disk_read_bytes_ps,225.8051282051282
loki,cluster,100,loki-grafana,disk_read_bytes_ps,136.53333333333333
loki,cluster,100,minio,disk_read_bytes_ps,52.51282051282051
loki,cluster,100,backend,disk_write_bytes_ps,1019567.9179487181
loki,cluster,100,192.168.1.63:9100,host_write_bytes_ps,389098.9948717949
loki,cluster,100,192.168.1.64:9100,host_write_bytes_ps,336675.44615384616
loki,cluster,100,192.168.1.65:9100,host_write_bytes_ps,374684.22564102564
loki,cluster,100,192.168.1.63:9100,host_read_bytes_ps,682.6666666666666
loki,cluster,100,192.168.1.64:9100,host_read_bytes_ps,0
loki,cluster,100,192.168.1.65:9100,host_read_bytes_ps,10418.54358974359
loki,cluster,100,192.168.1.63:9100,host_write_iops,2.5884615384615386
loki,cluster,100,192.168.1.64:9100,host_write_iops,0.8307692307692308
loki,cluster,100,192.168.1.65:9100,host_write_iops,1.0153846153846153
loki,cluster,100,192.168.1.63:9100,host_disk_busy,0.006244871794871798
loki,cluster,100,192.168.1.64:9100,host_disk_busy,0.0023243589743589753
loki,cluster,100,192.168.1.65:9100,host_disk_busy,0.0023974358974358963
loki,cluster,500,loki,disk_write_bytes_ps,4582977.641025641
loki,cluster,500,loki-grafana,disk_write_bytes_ps,850.7076923076925
loki,cluster,500,minio,disk_write_bytes_ps,236885.3333333333
loki,cluster,500,loki,disk_read_bytes_ps,819236.758974359
loki,cluster,500,loki-grafana,disk_read_bytes_ps,189.04615384615383
loki,cluster,500,minio,disk_read_bytes_ps,1029.251282051282
loki,cluster,500,backend,disk_write_bytes_ps,4820713.682051282
loki,cluster,500,192.168.1.63:9100,host_write_bytes_ps,1851780.5948717948
loki,cluster,500,192.168.1.64:9100,host_write_bytes_ps,1592908.1435897436
loki,cluster,500,192.168.1.65:9100,host_write_bytes_ps,1595066.4205128206
loki,cluster,500,192.168.1.63:9100,host_read_bytes_ps,825428.0205128206
loki,cluster,500,192.168.1.64:9100,host_read_bytes_ps,1433.6
loki,cluster,500,192.168.1.65:9100,host_read_bytes_ps,43827.2
loki,cluster,500,192.168.1.63:9100,host_write_iops,5.607692307692307
loki,cluster,500,192.168.1.64:9100,host_write_iops,2.1153846153846154
loki,cluster,500,192.168.1.65:9100,host_write_iops,2.194871794871795
loki,cluster,500,192.168.1.63:9100,host_disk_busy,0.014808974358974361
loki,cluster,500,192.168.1.64:9100,host_disk_busy,0.004735897435897435
loki,cluster,500,192.168.1.65:9100,host_disk_busy,0.00608974358974359
loki,cluster,1000,loki,disk_write_bytes_ps,9434894.44102564
loki,cluster,1000,loki-grafana,disk_write_bytes_ps,882.2153846153846
loki,cluster,1000,minio,disk_write_bytes_ps,416116.8410256411
loki,cluster,1000,loki,disk_read_bytes_ps,756.1846153846152
loki,cluster,1000,loki-grafana,disk_read_bytes_ps,168.04102564102564
loki,cluster,1000,minio,disk_read_bytes_ps,1055.5076923076922
loki,cluster,1000,backend,disk_write_bytes_ps,9851893.497435898
loki,cluster,1000,192.168.1.63:9100,host_write_bytes_ps,3667742.194871795
loki,cluster,1000,192.168.1.64:9100,host_write_bytes_ps,3213947.405128205
loki,cluster,1000,192.168.1.65:9100,host_write_bytes_ps,3090132.676923077
loki,cluster,1000,192.168.1.63:9100,host_read_bytes_ps,2363.076923076923
loki,cluster,1000,192.168.1.64:9100,host_read_bytes_ps,819.2
loki,cluster,1000,192.168.1.65:9100,host_read_bytes_ps,6212.266666666666
loki,cluster,1000,192.168.1.63:9100,host_write_iops,7.852564102564102
loki,cluster,1000,192.168.1.64:9100,host_write_iops,3.594871794871795
loki,cluster,1000,192.168.1.65:9100,host_write_iops,3.533333333333333
loki,cluster,1000,192.168.1.63:9100,host_disk_busy,0.02500000000000001
loki,cluster,1000,192.168.1.64:9100,host_disk_busy,0.011811538461538464
loki,cluster,1000,192.168.1.65:9100,host_disk_busy,0.010641025641025642
loki,cluster,2000,loki,disk_write_bytes_ps,3823799.7948717945
loki,cluster,2000,loki-grafana,disk_write_bytes_ps,204.8
loki,cluster,2000,minio,disk_write_bytes_ps,221792.19393939394
loki,cluster,2000,loki,disk_read_bytes_ps,1538.6256410256408
loki,cluster,2000,loki-grafana,disk_read_bytes_ps,167.56363636363636
loki,cluster,2000,minio,disk_read_bytes_ps,918.4969696969696
loki,cluster,2000,backend,disk_write_bytes_ps,4011643.4051282043
loki,cluster,2000,192.168.1.63:9100,host_write_bytes_ps,1241182.523076923
loki,cluster,2000,192.168.1.64:9100,host_write_bytes_ps,1034513.0666666667
loki,cluster,2000,192.168.1.65:9100,host_write_bytes_ps,997838.1128205128
loki,cluster,2000,192.168.1.63:9100,host_read_bytes_ps,25337.4358974359
loki,cluster,2000,192.168.1.64:9100,host_read_bytes_ps,341.3333333333333
loki,cluster,2000,192.168.1.65:9100,host_read_bytes_ps,4857.4358974358975
loki,cluster,2000,192.168.1.63:9100,host_write_iops,2.3576923076923078
loki,cluster,2000,192.168.1.64:9100,host_write_iops,1.0961538461538463
loki,cluster,2000,192.168.1.65:9100,host_write_iops,1.0743589743589743
loki,cluster,2000,192.168.1.63:9100,host_disk_busy,0.3692935897435898
loki,cluster,2000,192.168.1.64:9100,host_disk_busy,0.4295038461538462
loki,cluster,2000,192.168.1.65:9100,host_disk_busy,0.36727948717948716
loki,cluster,0,loki,disk_write_bytes_ps,269808.0711111111
loki,cluster,0,loki-grafana,disk_write_bytes_ps,348.9185185185185
loki,cluster,0,minio,disk_write_bytes_ps,67576.41481481481
loki,cluster,0,loki,disk_read_bytes_ps,788.8592592592593
loki,cluster,0,loki-grafana,disk_read_bytes_ps,242.72592592592594
loki,cluster,0,minio,disk_read_bytes_ps,686.4592592592593
loki,cluster,0,backend,disk_write_bytes_ps,337733.4044444444
loki,cluster,0,192.168.1.63:9100,host_write_bytes_ps,146650.45333333334
loki,cluster,0,192.168.1.64:9100,host_write_bytes_ps,76554.24
loki,cluster,0,192.168.1.65:9100,host_write_bytes_ps,77830.82666666666
loki,cluster,0,192.168.1.63:9100,host_read_bytes_ps,4403.2
loki,cluster,0,192.168.1.64:9100,host_read_bytes_ps,238.93333333333334
loki,cluster,0,192.168.1.65:9100,host_read_bytes_ps,587.0933333333334
loki,cluster,0,192.168.1.63:9100,host_write_iops,2.3466666666666667
loki,cluster,0,192.168.1.64:9100,host_write_iops,0.44
loki,cluster,0,192.168.1.65:9100,host_write_iops,0.40166666666666667
loki,cluster,0,192.168.1.63:9100,host_disk_busy,0.21864999999999998
loki,cluster,0,192.168.1.64:9100,host_disk_busy,0.7164716666666666
loki,cluster,0,192.168.1.65:9100,host_disk_busy,0.5436483333333333
